27,25,24,25,26,39,26,26,25,25,25,25,26,25,24,27,25,25,28,35,33,32,32,35,26,44,46,25
42,25,25,36,31,26,24,50,26,40,31,35,26,52
41,25,25,25,25,25,42,25,25,29,37,28,38,27,40,32,45
26,25,26,24,36,24,25,26,25,27,24,45,31,36,27,51,37,25
