41,26,26,25,26,46,27,25,25,26,25,39,27,25,25,25,28,35,32,39,60,28,41,26
39,27,24,26,25,26,26,25,25,31,33,27,38,28,40,27,25,30,44
26,38,25,25,26,25,26,25,26,39,28,38,28,53,36,26
39,26,26,25,25,26,38,26,26,48,31,34,27,55,37,26
