41,26,26,24,26,25,39,26,25,25,25,32,25,42,28,56,31,50,38,26,49,40,30,68,25,60,26
38,26,25,64,26,25,50,28,68,29,58,32,44,66,36,25
39,25,26,25,25,49,26,42,27,55,27,40,26,26,25,26,45,31,45,41
26,26,43,25,41,25,41,25,48,46,28,45,41,26
