45,27,24,50,26,47,26,24,39,58,24,25,25,25,25,39,24,26,25,25,25,26,25,25,26,24,25,25,25,41,26,25,24,25,25,25,24,26,25,25,25,25,26,41,26,25,25,25,25,24,25,26,25,40,27,39,25,42,27,66,46,27,66,55,34,47,26,40,27,26,25,39,26,42,26,40,26,40,27,40,27,25,26,25,25,26,25,26,24,36,26,42,27,40,26,39,27,64,26,33,30,38,29,42,27,35,26
28,55,25,52,57,29,61,49,60,27,38,35,34,66,27,25,26,27,25,37,26,26,27,36,26,25,50,25,42,26,26,44,45,26,25,25,84,26,57,26,45,45,69
56,85,23,26,69,40,26,59,48,35,46,27,40,55,28,25,43,26,39,32,51,28
42,26,70,40,27,59,50,36,46,27,25,25,36,25,59,34,27,38,31,42,29,33,27
