28,25,25,26,35,25,25,26,25,43,26,42,26,41,26,25,25,25,26,25,25,26,26,26,24,26,25,26,25,25,26,25,43,25,26,25,25,26,25,26,25,27,52,26,40,26,77,49,50,39,75,46,45,32,28,44,40,27,39,27,26,27,39,26,40,27,26,26,37,27,40,27,25,27,38,27,25,26,25,25,38,26,26,26,25,26,26,26,25,26,35,34,42,40,30,38,27,63,43,27,39,26,26,26,26,25,27,25,27,43,27,26,26,38,27,38,26,42,26,40,27,25,26,26,26,26,26
47,69,29,67,28,54,35,47,27,26,26,36,26,56,27,40,27,27,27,36,29,38,27,38,27,41,27,26,26,38,26,26,26,25,27,25,26,35,27,26,27,26,45,26,27,26,37,27,49,41,27
39,26,63,46,30,32,77,27,52,28,37,27,37,67,27,40,28,41,31,36,27,40,28,36,28
28,52,54,47,29,61,52,41,38,28,26,40,27,57,28,40,27,25,27,43,44,39,28,33
