42,25,36,30,26,25,54,25,26,44,25,26,28,25,25,25,26,25,25,36,27,26,27,69,60,41,32,38,64,33,36,28,37,27,40,50,27,25,27,38,27,25,26,27,26,25,43,26,40,25,27,25,41,25,46,26,26,38,41,27,45,66,154,39,26,41,28,37,29,39,49,32,35,28,39,26,26,26,26,28,26
38,34,33,52,48,72,29,71,30,37,50,49,28,26,43,26,41,27,38,27,27,26,38,26,26,27,26,25,26,44,27,39,26,26,26,26,25,26,26,25,44,27,38,33,52,29
39,27,62,46,30,32,76,26,52,28,38,27,59,28,36,26,26,26,39,34,38,44,32
39,55,45,31,44,78,37,45,34,31,28,44,50,28,27,39,32,42,44,25,40,26
