39,28,26,26,28,43,27,40,27,26,26,27,43,28,26,26,36,26,27,26,27,44,28,26,36,27,27,25,62,25,26,27,55,26,26,26,43,27,26,26,38,28,38,26,39,29,74,51,30,66,65,30,39,27,41,26,27,27,27,43,27,39,27,28,41,45,27,27,27,58,26,26,27,27,27,26,27,35,28,40,27,37,27,40,28,65,42,28,38,28,39,32,42,42,31
28,54,27,53,47,73,38,52,47,28,36,27,57,28,37,27,27,26,28,44,28,38,27,27,41,45,27,26,27,45,26,27,46,35,28,26,28,27,41,28,37,31,55,32
39,74,30,42,66,51,49,27,28,27,35,27,39,67,34,41,29,27,35,29
37,28,66,49,63,58,53,38,44,38,29,58,42,27,40,30,38,27,27,27,26,43,28,38,27,27,33,31,27,27,53,27,27,46,49,27,27,40,26,27,48,37,51,45,28
