25,41,26,24,25,25,25,42,26,25,24,26,31,25,43,24,42,25,25,43,44,26,25,50,25,25,41,57,24,25,25,25,25,25,25,25,27,37,27,41,27,73,49,37,49,66,27,48,40,26,41,26,42,26,39,26,41,26,26,33,36,26,37,26,26,41,43,25,26,48,136,28,27,41,27,38,29,37,29,56,27,38,26,43,26,41,37,26,25,25,36,26,25,26,61
39,25,25,25,40,36,26,25,27,31,42,25,26,24,25,25,41,25,25,25,25,50,25,61,34,60,37,27,44,51,27,26,42,27,40,26,39,28,26,26,25,27,26,26,26,42,26,40,27,25,26,25,26,26,25,26,26,34,26,25,26,40,27,26,24,26,26,26,25,26,25,26,43,28,40,32,51,28,37,51,27,25,26,39,27,25,26,39,26,39,25,26,26,41,26,40,27,26,26,25,26,26,25,26,44,26,26,26,39,27,26,25,27,25,26,25,26,48,44,27,41,26,25,27,25,26,26,25,37,26,26,26,25,27,36,29
38,27,62,47,30,59,49,42,52,51,31,25,43,26,40,26,40,33,51,30
39,26,66,45,64,55,44,49,26,58,26,40,27,26,26,37,29,37,26,26,25,26,50,25,26,28,35,29,39,28,39,27
