38,25,41,45,25,24,49,25,26,40,58,24,43,26,24,26,25,24,25,26,25,26,24,24,41,26,25,24,25,24,25,25,25,25,43,26,25,24,25,25,24,25,25,24,44,25,25,25,41,26,26,24,26,25,24,26,24,27,39,25,25,26,66,46,47,48,53,37,51,28,36,28,30,25,31,27,26,26,25,26,26,42,27,40,25,42,27,39,27,43,25,26,40,41,26,46,26,24,51,41,56,26,35,66,43,80,27,35,26,64,43,26,41,26,25,26,39,27
29,54,26,52,47,43,79,26,60,28,39,32,58,27,35,26,25,26,39,28,37,26,26,27,26,45,25,26,37,30,27,24,61,26,26,25,80,25,26,57,51,26,25,26,79,30,40,27,36,28,39,29
42,25,67,45,71,28,69,30,35,27,37,27,38,27,61,27,38,30,42,43,27
41,63,25,49,54,73,61,89,37,49,45,66,28,59,31,32,53,28,34,27
