27,39,27,25,25,25,26,25,25,25,26,38,27,25,25,25,26,25,26,26,24,37,26,25,26,39,27,25,26,25,26,25,26,24,26,26,24,26,25,25,26,25,27,25,41,26,40,27,75,49,37,55,44,54,26,28,39,27,41,28,26,26,37,28,26,26,26,43,27,26,37,27,25,26,62,26,26,39,26,25,40,39,32,34,27,39,35,26,59,30,34,33,41,44,27
38,27,62,44,34,66,41,41,53,51,27,36,27,41,28,25,26,27,26,35,27,39,28,39,27,40,27,25,26,38,26,25,26,26,25,26,27,26,26,34,28,25,25,27,26,37,30,34,29,39,28,37,27
38,27,63,45,31,28,81,26,53,28,38,27,36,27,57,27,39,29,36,30,47,43,28
38,26,66,45,68,28,67,37,51,51,45,27,39,27,26,27,37,33,42,28,26
