25,26,26,26,25,26,26,26,26,26,27,26,25,26,26,27,26,25,27,26,26,44,27,27,39,99
27,26,27,26,27,26,26,27,27,26,26,27,26,26,27,25,26,26,28,26,26,25,26,26,96,43,35,27
26,26,26,26,26,25,26,26,26,27,26,27,28,27,26,26,26,27,26,92,40,30,27
27,26,26,27,26,25,27,27,25,26,26,26,26,26,25,26,26,26,26,25,27,26,25,26,97,40,32,26,26
