27,26,27,26,26,26,27,26,26,27,27,27,26,27,26,26,27,26,26,26,43,29,31,48,94
27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,47,104,35,27
27,27,26,26,27,26,27,27,27,26,26,27,26,26,27,26,26,27,26,27,68,63,32,26,27
26,27,27,26,27,26,26,27,27,27,27,27,27,27,27,27,26,26,27,93,40,32,27,28
