25,26,25,26,25,25,26,25,25,25,26,27,26,25,26,25,26,25,26,42,27,27,37,102
26,27,25,33,26,25,26,26,25,32,25,26,25,25,25,26,25,25,25,26,26,25,26,87,39,31,26,26
26,26,26,26,25,25,25,26,25,26,25,25,25,26,25,25,26,25,25,63,65,33,26
25,26,26,26,25,26,25,26,26,26,25,25,26,25,26,25,26,26,26,25,26,63,72,29,26,26,27
