26,26,27,26,26,26,26,26,26,27,26,26,26,27,26,27,26,26,27,26,27,27,44,28,28,49,95,57
27,29,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,27,26,26,26,26,26,27,26,26,26,26,27,26,26,26,26,26,27,26,26,26,26,26,25,26,26,27,26,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,27,26,27,67,120,34,27
28,27,26,27,26,27,26,27,26,26,26,27,28,26,34,26,26,26,27,26,64,73,48
26,27,27,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,27,93,40,32,28
