25,26,26,26,25,25,26,25,25,26,25,25,26,26,26,26,26,26,26,26,41,27,26,38,100
28,26,25,26,26,25,25,26,25,26,25,25,25,25,25,25,25,25,26,25,25,26,64,67,32,26
26,25,26,25,26,25,25,26,25,26,25,25,26,25,26,25,25,25,25,27,64,68,33,26
25,31,27,26,26,30,26,27,26,25,26,26,25,26,25,25,25,27,26,26,26,26,26,85,34,33,26,26,27,26
