25,26,26,25,26,25,26,26,25,25,26,26,26,25,26,25,25,25,25,27,27,27,40,27,28,29,89,128,42,27,26
26,25,26,25,25,25,26,26,25,26,25,26,25,26,25,25,25,26,25,25,25,67,62,54
26,26,26,25,26,25,25,26,26,25,26,25,26,25,26,25,26,25,25,27,97,37,33,26
25,26,31,26,26,26,26,26,25,25,26,25,25,26,25,26,25,26,87,37,27,26
