26,26,26,25,26,25,26,25,26,25,25,26,25,27,26,26,26,26,26,26,27,40,27,28,47,36,41,68
26,26,26,25,26,25,26,26,25,26,26,25,26,25,26,25,25,26,25,25,26,26,72,72,33
26,26,26,26,25,27,25,26,25,26,25,25,25,25,26,25,29,25,26,25,26,63,63,33,27
25,26,26,25,26,26,26,25,26,25,26,25,25,25,26,25,26,25,26,25,26,25,26,25,26,25,26,26,25,26,26,25,26,25,26,26,25,26,26,25,26,25,26,25,26,26,25,26,25,26,25,26,25,26,25,26,25,27,25,26,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,26,25,25,27,26,25,26,25,26,25,27,87,39,34,26
