26,27,26,27,26,26,26,27,27,26,26,26,26,27,27,27,26,26,27,26,27,42,30,30,51,51,72
29,26,27,26,27,26,26,27,26,26,26,26,26,26,26,26,29,26,26,27,26,65,67,38
26,26,27,25,26,26,26,27,27,26,26,26,26,26,26,26,26,26,26,26,25,27,69,67
26,26,26,26,26,26,25,27,26,26,25,26,26,26,25,26,26,26,26,25,27,86,38,33,27,27,27,26
