26,26,26,25,26,25,26,25,25,26,25,26,25,25,26,25,26,26,25,26,26,25,26,26,25,26,25,26,26,25,26,26,25,26,25,26,25,26,26,26,25,26,25,27,26,25,26,26,26,26,26,26,25,26,25,26,25,26,25,25,26,25,25,26,25,25,25,26,25,25,26,26,26,26,25,25,26,25,26,25,25,26,25,25,26,26,25,26,25,25,26,42,29,27,41,91
25,27,26,25,27,26,26,26,26,26,26,26,25,25,26,25,25,26,25,26,44,94,36,27
26,27,26,26,26,26,26,26,25,25,26,25,26,25,25,27,25,26,25,25,26,25,26,95,39,33,27
26,25,27,25,26,25,26,26,26,25,26,25,26,26,25,26,25,26,26,25,26,26,87,37,27,26,26,27,26
