26,26,26,26,25,26,25,26,26,25,25,26,25,26,26,26,26,26,26,26,25,27,26,25,26,27,26,27,27,27,26,26,27,26,26,26,25,27,40,27,26,32,97,58
26,26,26,26,25,26,25,26,25,26,25,26,26,25,26,25,26,25,26,26,64,109,38,26
26,26,27,26,25,27,27,26,25,26,26,26,26,25,26,25,25,26,25,26,25,26,26,96,39,30,27
26,26,26,26,26,26,26,26,26,27,26,26,26,25,27,25,26,25,26,26,26,87,36,30,27,26
