44,28,28,43,29,28,43,29,28,42,30,28,43,29,28,43,30,36,29,29,44,28,29,51,40,29,59,47,34,30,35,32,216,53,40,43,33,33,31,35,32,33,31,39,31,30,39,32,30,31,39,30,30,42,31,30,30,41,31,29,40,51,31,31,40,45,33,53,31,66,37,49,31,36,31,31,38,32,31,36,31,37,31,36,30,31,37,32,68,36,46,40,32,46,35,48,32,35,32,36,30,35,30,36,31,31,39,31,30,38,32,35,31,31,39,31,36,31,30,38,32,31,38,32,34,33,31,37,30,36,31,31,37,56,45,31,37,29,36,33,34,31,37,31,35,30,31,40,31,31,31,40,51,32,31
32,35,30,231,40,47,36,37,45,30,31,42,54,43,50,31,68,33,51,32,34,49,50,35,30,37,67,35,47,51,31,32,35,34,33,33,31,31,40,32,35,32,31,36,64,37,30,32,38,31,31,38,31,35,51,30,30,38,32,36,49,35,49,51,31,31,37,31,30,40,48,30,38,31,31,30,42
46,234,29,32,51,52,30,37,30,43,54,39,50,31,32,60,43,32,46,42,47,32,40,67,41,38,33,50,34,31,32,36,51,32,31,37,31,30,38,32,32,36,65,35,33,34,32,32,36,30,37,31,31,37,32,36,50,32,31,30,40,35,49,31,30,32,40,31,31,31,40,31,32,37,50,31,31,38,32,31
39,49,38,248,46,38,38,32,31,49,31,33,66,33,35,72,35,70,38,51,52,32,50,35,51,31,31,31,38,52,32,51,31,31,32,40,31,32,31,38,31,34,30,39,49,66,51,32,31,32,39,31,32,36,32,32,37,35,48,32,52,31,32,37,33,31,35,33,31
