29.6,32.48,32.82,41.51,35.66,67.28,31.27,32.04,43.58,34.43,32.67,33.43,33.17,35.19,34.28,32.74,36.88,39.61,51.61,57.24,37.52,36.21,44.14,42.36,49.11,35.33,30.19,34.42,29.98,35.92,35.55,39.68,49.19,47.68,39.89,35.91,37.28,33.81
38.18,30.69,38.06,36.27,59.08,30.12,33.69,30.06,32.19,31.98,32.2,33.01,35.92,45.21,38.78,31.7,35.68,31.14,33.45,32.61,30.43,30.91,32.67,32.96,31.21,33.28,31.78,32.23,31.11,31.92,31.8,31.39,31.19,33.84,29.62,30.34,32.11,37.04,29.37,35.43,36.04,32.52,30.91,34.09,30.97,33.95,32.31,33.76,41.09,45.26,54.97,41.15,35.66,43.84
41.11,30.15,53.36,36.89,51.95,36.5,33.12,35.75,37.66,30.01,32.06,35.13,37.03,34.77,32.82,33.09,33.11,28.84,32.39,32.33,31.96,33.13,29.69,33.94,30.31,33.4,30.86,32.91,32.58,30.29,34.12,30.86,37.8,34.05,32.36,33.92,35.31,32.38,32.81,34.67,33.19,35.72,75.3,41.56,37.29,34.76,56.98,34.79,40.79,45.02
38.17,29.29,44.43,33.54,52.64,30.86,37.33,33.26,32.86,29.11,37.23,32.77,31.5,39.26,34.49,33.17,34.48,30.25,47.2,35.29,33.14,31.27,33.26,32.4,31.35,33.62,32.26,30.7,32.87,37.57,32.43,36.43,44.03,33.3,33.58,35.09,33.27,35.99,34.64,34.88,46.89,61.95,41.96,39.88,38.38
