40.67,32.18,30.04,45.14,30.57,59.53,34.68,33.58,37.24,35.31,35.28,30.99,36.29,32.57,50.28,41.29,47.71,35.07,60.68,40.57,42.5,42.2,31.47,39.03,43.84,40.07,41.85,32.18,33.69,31.74,36.5,39.97,34.07,37.87,37.09,61.94,49.74,37.96,34.2,39.95,38
36.93,33.44,42.97,30.06,63.78,35.98,32.98,29.81,35.58,30.73,32.39,33.84,30.5,46.13,39.4,33.4,30.67,33.42,31.26,30.55,32.45,33.84,38.1,31.97,35.45,36.4,30.98,32.17,37.12,31.5,30.85,47.39,61.2,40.77,41.81
38.71,31.5,44.52,32.81,55.06,30.59,39.02,29.5,34.9,32.64,35.05,34.87,31.04,38.19,32.56,32.42,38.58,29.15,33.01,32.05,32.37,34.77,36.13,33.94,33.92,30.14,35.54,36.7,34.82,33.45,37.56,57.21,47.77,41.02,36.1
29.41,32.56,32.83,37.67,38.64,66.48,30.27,33.35,30.93,31.85,29.62,37.28,33.74,31.8,37.78,34.47,35.86,30.97,33.69,29.15,33.16,32.99,34.83,42.22,34.5,34.78,29.8,35.6,31.27,39.6,30,33.28,40.05,61.98,45.08,49.43,34.87,55.1
