32.38,32.58,26.69,30.16,29.23,30.73,34.34,30.13,31.73,28.26,29.39,30.26,30.43,32.46,30.47,31.46,28.14,31,31.55,32.17,29.73,30.19,33.58,36.09,33.15,29.63,29.96,33.63,30.43,34.07,28.38,31.38,36.58,59.76,49.16,44.86,41.19,38.83,36.46,32.33,31.32,32.25,33.7,29.72,31.52,32.74,28.58,30.9,33.1,34.59,34.35,29.1,30.11,32.68,30.22,31.7,33.49,47.93,39.27,47.22,34.62,28.16,29.24,30.1,33.43,29.04,29.09,30.7,29.82,41.96,46.47,42.89,39.15,29.57,30.01,31.18,29.39,28.5,31.39,29.23,29.47,31.07,31.51,30.09,29.15,29.55,30.61,31.28,34.74,29.05,33.92,29.24,40.66,35.92,29.31,33.61,30.7,29.91,30.93,30.66,49.07,42.76,32.93,29.88,31.26,31.43,28.74,29.18,30.44,29.76,30.63,31.77,31.47,32.06,28.17,29.63,30.46,29.93,31.57,28.3,32.21
32.05,30.84,28.22,30.53,30.41,28.31,31.51,29.55,29.64,27.56,31.67,28.18,33.45,27.82,30.88,30.71,31.08,28.2,28.44,31.36,28.78,30.34,28.75,37.48,33.17,34.25,46.46,34.56,36.91,31.62,32.31,30.81,28.14,29.85,31.14,32.67,36.84,43.22,31.44,29.51,31.78,28.09,32.71,43.93,31.4,37.87,32.77,27.95,30.22,29.13,31.44,30.18,34.29,34.93,27.71,31.44,31.1,28.12,31.66,28.19,29.34,30.99,30.34
30.57,31.19,28.78,31.47,30.92,28.12,31.81,29.3,29.32,29.48,31.64,28.24,30.43,30.05,30.96,33.67,29.7,28.72,31.7,30.62,28.12,30.91,28.09,31.93,27.97,31.54,28.43,27.86,30.48,29.17,32.15,29.34,31.53,27.9,31.57,28.87,28.87,39.12,33.8,49.77,33.25,33.49,35.86,38.78,31.9,29.07,29.34,31.11,32.13,29.49,28.84,41,52.35,51.37,33.46,30.95,29.92,28.15,36.3,37.51,32.39,33.45,31.31,30.63,28.31,31,30.02,30.67,27.55,32.45,30.78,29.73,29.34,29.2,30.08,28.64,30.48,28.95,31.58,28.86,29.74,29.68,30.19,30.8,29.6,29.68,29.21,31.8,28.06,32.49,29.82,29.16,31.52,31.81,28.65,33.32,29.43,28.29,29.28,30.27,30,30.62,29.85,31.02,28.68,31.68,29.11,28.78,30.22,31.24,28.57,30.02,31.71,29.21,29.02,30.03,29.27,30.11,29.58,30.4,30.18,31.67,28.17,30.71,28.73,31.81,29.45,28.34,30.83,28.57,30.19,27.86,30.51,32.51,30.37,27.49,28.73,29.75,31.76,30.8,29.59,27.66,31.57,28.17,30.16,29.64,30.36,28.69,31.7,29.47,28.37,29.87,28.85,30.29,30.3,28.85,29.4,30.21,29.59,31.12,31.47,28.31,30.18,30.4,27.88,31.67,28.75,31.91,27.37,31.41,30.83,27.83,29.54,29.34,29.56,30.74,31.2,28.52,31.15,29.18,28.84,30.1,30.14,31.18,29.08,29.79,31.24,32.78
32.18,30.69,32.68,28.76,32.4,32.07,29.63,27.98,29.32,29.62,30.87,28.82,30.67,30.82,28.03,34.19,29.94,29.66,29.76,30.42,28.95,30.25,37.9,30.88,33.42,49.36,36.54,34.41,32.44,31.34,30.01,28.61,31.78,28.1,35.37,37,36.38,46.2,37.59,30.4,31.78
