37.85,34.52,30.53,30.41,31.37,38.36,31.98,32.74,30.44,30.24,34.16,30.06,33.31,30.43,33.21,28.06,34.38,32.74,28.76,33,31.93,33.18,35.37,35.54,34,34.07,29.63,35.84,33.32,29.41,30.1,31.73,31.95,30.67,32.02,29.5,69.69,42.57,60.39,52.56,57.34,43.12,34.18,30.21,33.89,31.24,33.87,35.21,31.92,29.89,33.41,34.83,30.08,32.86,33.83,32.89,36.38,54.6,48.64,33.26,32.18,29.95,31.58,32.33,28.51,31.88,31.25,42.27,47.93,32.9,43.66,30.26,29.78,30.05,33.28,31.26,29.99,33.7,31.24,32.22,33.19,32.89,30.38,30.84,32.51,27.93,38.35,39.28,29.19,31.79,31.41,31.97,35.47,38.09,37.12,30.08,32.02,29.56,28.87,32.64,32.94,30.74,43.85,40.36,32.77,31.59,33.56,31.61,31.71,31.93,31.23,34.23,30.05,32.95,30.36,31.93,31.79,31.66,29.59,39.77,31.25,32.93,28.69,30.98,32.44,30.86,32.45,29.07,32.48,29.78,31.16,30.79,31.68,28.84,32.67,29.6,30.79,30.22,31,31.21,32.35,32.99,28.51,30.73,32.92,31.05,28.61,31.21,32.17,30.8,31.09,31.21,30.92,29.93,31.5,32.02,29.55,32.38,29.88,30.56,32.35,29.98,29.13,30.66,31.67,31.73,32.74,28.26
37.2,27.95,30.66,30.95,33.11,29.99,31.13,31.87,28.38,31.2,30.61,32.08,29.54,32.44,30.17,31.63,30.03,32.25,29.19,32.34,29.79,31.15,30.59,41.37,34.44,32.8,56.95,34.51,37.71,42.1,38.32,31.27,35.41,32.63,28.8,29.41,35.2,42.22,72.57,35.22,41.72,28.38,32.6,35.36,51.92,33.04,32.28,30.34,31.82,28.23,35.28,30.87,34.02,30.43,30.63,31.88,31.47,30.16,32.29,33.46,29.3,31.29,32.59
36.45,29.89,29.17,32.1,30.8,30.94,31.75,28.52,32.81,28.98,32.27,30.37,31.47,30.07,32.23,33.06,28.29,31.87,31.15,32.3,31.42,40.74,30.47,48.33,39.34,36.12,39.16,29.97,31.66,30.92,31.3,32.3,31.71,41.56,48.39,38.2,30.83,27.87,31.39,31.25,31.84,30.08,34.64,43.47,40.59,30.95,29.44,30.9,31.37,32.55,30.22,34.96,30.26,34.16
38.5,32.05,29.79,29.61,31.08,31.86,34.15,31.96,28.82,31.11,32.07,30.42,29.59,31.57,29.89,32.15,30.47,31.38,29.86,32.53,28.51,30.87,34.04,39.68,30.91,52.86,36.55,39.05,36.41,36.58,33.69,28.82,35.08,42.68,36.63,57.44,33.48,28.87,31.81,32.9,44.75,36.36,42.57,34.5,33.32,29.02,31.27,31.97,31.87,28.49,34.45,30.79,29.7,31.67,30.11,32.26,32.6,28.51,31.14
