41.26,30.51,31.73,32.24,29.08,36.25,32.74,29.92,31.09,32.89,38.46,32.84,33.39,29.34,34.63,31.17,32.33,32.25,33.07,31.65,34.41,39.33,31.24,32.38,34.59,31.93,33.54,29.53,32.1,34.53,30.24,31.16,29.93,31.17,43.96,34.56,46.06,66.96,49.78,41.89,44.98,36.09,36.21,30.48,32.1,32.44,34.72,30.99,33.52,34.1,33.35,38.36,30.93,30.56,34.16,33.2,33.25,35.63,34.44,41.9,36.26,37.09,32.49,29.07,33.29,31.58,29.51,32.57,31.65,31.89,33.46,49.34,38.03,37.6,38.29,30.29,32.64,33.07,33.91,30.71,32.62,32.93,34.41,31.1,32.36,29.72,37.02,29.26,33.82,32.83,35,31.3,30.75,31.28,31.95,34.6,47.22,29.85,33.4,28.63,30.97,31.2,33.09,32.21,32.03,53.14,32.93,31.01,32.38,30.83,31.94,31.52,30.08,32.71,30.54,32.87,30.77,33.02,30.6,30.63,33.56,29.65,38.06,30.44,32.12,30.35,31.74,32.7,31.53,28.54,31.61,31.55,38.16,29.56
37.39,29.82,32.54,30.8,31.65,32.43,31.23,33.39,28.96,31.84,30.63,32.6,29.27,32.77,36.63,29.04,31.83,28.81,32.87,31.91,28.34,34.57,30.25,31.91,30.31,32.25,33.79,40.02,35.91,64.77,44.98,45.03,46.73,37.47,33.88,29.85,33.69,30.82,32.5,32.54,41.92,72.88,42.03,38.8,31.78,34.12,30.57,60.52,39.47,31.45,32.45,33.37,28.83,33.37,30.65,37.97,32.28,28.49,33.2,30.55,33.2,29.55,30.71,31.55,33.07
37.52,30.23,31.53,29.15,31.19,31.15,32.7,30.5,29.27,31.59,31.16,31.64,28.63,32.97,31.7,30.71,31.93,30.15,32.45,32.62,29.61,32.08,36.79,37.16,35.91,60.42,37.34,38.84,30.78,32.62,32.59,35.1,36.32,41.9,51.47,37.29,33.39,37.76,29.59,45.6,47.79,35.64,38.99,32.62,29.36,31.24,31.55,33.49,28.75,34.56,32.66,30.98,29.99,30.63,32.67,32.36,30.71
39,30.69,32.07,31.55,33.58,33.17,31.77,29.49,32.96,31.59,33.26,33.66,34.66,30.6,31.6,31.96,31.88,31.6,29.5,32.2,32.21,32.86,28.82,43.4,30.55,51.88,51.33,39.34,34.27,32.28,32.25,30.49,33.51,41.97,52.85,51.58,33.13,30.05,31.58,31.52,53.23
