28,25,26,26,45,26,27,26,37,25,26,27,26,47,26,26,26,39,26,26,28,37,27,38,31,51,28,67,89,36,80,31,46,51,85,31,53,36,29,40,27,40,36,79,50,34,28,39,26,26,28,26,27,27,40,28,38,27,27,26,27,44,28,39,29,37,28,45,45,31,28
28,26,26,26,44,27,25,27,26,45,26,26,27,37,27,26,26,26,27,36,25,27,26,26,44,40,29,31,26,64,44,86,31,27,45,57,37,33,50,28,40,30,40,65,48,46,37,28,27,46,33,34,28,27,46,27,38,28,28,44,29,27,43,29,27,45,28
44,26,26,26,27,46,26,26,26,39,26,26,27,26,26,27,42,26,41,25,26,27,36,39,35,43,27,64,42,78,68,46,58,35,28,38,35,48,28,44,64,30,36,66,36,33
45,26,39,26,26,27,38,27,27,25,26,28,34,26,27,26,26,26,26,43,26,40,39,29,48,30,64,49,75,49,50,31,47,59,56,27,28,37,27,27,28,40,60,65,39,27,38,28,44
