42,27,29,43,28,28,45,29,37,28,40,27,29,43,28,28,43,28,28,47,28,41,29,26,28,76,28,42,27,29,53,28,27,29,45,29,28,39,28,28,44,28,28,45,28,28,43,28,28,45,27,28,45,28,28,42,28,88,53,87,41,36,54,68,45,37,55,28,29,29,41,30,75,45,47,30,36,29,38,29,29,44,28,29,43,31,35,29,36,29,39,29,29,46,80,38,44,29,30,41,29,40,29,28,43,28,29,44,29,29,42,29,30,41,30,28,41,29,39,29,29,42,28,30,41,29,29,42,28,29,44,28,29,43,28,29,43,28,29,42,29,38,28,29,42,29,29,43,29,29,42,29,28,44,29,28,42,29,29,42,29,28,44,29,29,42,28,30,42,29,28,42,29,38,29
38,28,28,43,29,38,29,38,29,27,44,28,29,43,29,28,43,29,27,43,30,36,29,41,77,86,39,51,60,64,42,47,29,35,30,39,28,44,51,75,33,36,29,29,48,44,31,36,29,38,29,28,43,29,30,40,30,29,42,42,30
43,28,28,46,27,28,45,27,28,44,29,27,43,27,39,29,28,43,28,40,38,45,29,52,76,78,56,37,57,67,30,33,36,67,31,36,29,69,52,65,37,48,29,52,33
30,36,28,37,29,27,56,27,47,29,27,44,28,38,28,29,43,28,28,45,28,28,44,28,43,28,28,28,67,28,28,27,66,27,35,29,63,81,45,88,64,28,68,30,37,66,33,35,29,28,43,82,39,46,30,36,29,54,34,34,28,29,42,29,39,29,29,40,30,29,42,29,29,42,29,29
