38,27,27,27,26,45,27,26,27,26,44,27,26,28,26,42,27,40,27,28,45,28,38,28,37,30,53,30,66,55,40,128,31,74,27,69,28,41,28,35,29,27,43,31,54,30,73,49,46,28,39,28,27,27,35,28,55,29,37,28,26,29,27,41,29,37,32,36,45,54,39,30,30,37,28,27,45,28,27,43,28,27,28,28,40,28,28,45,28,28,44,29,27,43,33,28,27,47,27,27,46,28,27,44,28,27,55,27
39,27,26,28,26,43,27,41,27,26,27,26,44,26,27,27,26,43,27,26,29,34,39,30,31,27,64,41,74,61,43,58,29,38,31,34,50,28,39,50,30,80,38,30,41,28,44
30,37,28,25,27,26,45,27,26,28,25,44,27,27,26,26,44,27,26,27,27,42,29,36,29,64,84,50,50,58,51,29,53,34,28,40,30,52,41,65,35,43,29,27,45,34
28,36,27,26,27,27,43,27,27,26,26,43,28,25,28,26,44,27,26,28,26,42,28,26,28,26,42,28,38,27,27,27,26,44,26,27,38,40,27,27,45,44,26,28,38,40,43,29,64,42,86,52,28,66,28,55,29,40,29,38,28,64,32,55,40,28,28,44,48,30,34,28,28,46,27,28,44,28,28,45,29,27,44,28,28
