43,28,28,44,28,29,44,28,27,44,28,39,29,28,44,28,28,43,28,28,43,28,49,28,46,29,49,43,28,28,29,44,30,36,69,80,59,53,36,48,63,45,65,32,35,29,37,31,68,33,32,31,37,30,29,41,29,29,43,29,30,45,44,43,41,29,29,43,31,51,50,30
42,29,29,43,28,28,44,28,29,44,29,28,41,29,38,29,28,45,27,28,44,41,42,29,37,32,66,100,38,49,60,42,50,48,31,29,30,47,56,63,41,30,29,48,45,34,33,29,38,30,37,28,30,42,30,29,41,30
42,28,29,44,28,28,44,29,28,43,29,28,43,29,27,43,29,28,43,28,38,28,28,44,41,44,31,36,83,37,79,38,73,27,61,31,71,29,38,32,29,43,57,55,38,45,30,29,44,48,33,30,29,41,31,37
30,28,42,29,28,52,28,29,28,28,45,28,39,27,29,45,28,28,42,29,29,42,41,42,32,45,29,67,32,77,71,54,59,34,30,39,66,31,37,47,47,71,51,30,30,30,42,32
