38,27,25,26,27,46,27,26,26,38,27,27,26,26,44,27,26,26,37,26,41,31,53,26,69,53,36,97,94,50,64,49,47,34,29,34,29,27,45,32,67,33,34,30,38,29,38,27,28,53,29,46,27,27,47,27,27,52,60,28,38,28,38,47
26,28,42,26,27,27,25,46,27,26,27,37,27,26,26,26,45,27,26,26,38,27,26,36,43,39,29,28,69,42,44,87,51,28,65,29,55,33,29,40,30,35,59,34,56,42,28,28,27,45,32,35,27,28,45,27,39,28,27,45,29,38,28,28,45,28,27,44,28,39,28
43,28,26,27,26,44,28,25,28,26,43,27,27,27,27,42,27,27,26,26,42,40,44,30,36,27,66,44,78,55,28,46,42,66,30,52,33,28,40,30,41,45,30,72,40,43,29,54,33,33,29,37,28,40,28,27,44,29,47
41,27,40,27,26,27,27,44,26,27,27,38,27,26,27,27,42,27,27,27,27,41,27,27,27,35,39,28,38,28,44,66,42,77,66,47,58,36,28,36,30,54,29,44,44,32,103,38,44,30,37,29,38,28,27,46,28,28,44,28,38,28,28,45,27,29
