39,26,41,26,41,26,26,27,26,45,27,26,27,26,45,26,26,27,27,44,26,27,26,28,42,27,26,26,27,63,30,27,45,26,26,44,26,27,27,35,27,26,27,27,26,27,42,26,69,37,78,89,47,62,58,28,40,28,45,44,28,61,43,48,58,44,29,49,27,52,27,27,59,29,27,39,28,28,44,28,40,49,47,30
37,26,27,27,27,43,26,27,27,26,44,27,26,27,26,44,27,27,27,26,42,29,37,27,63,84,52,48,58,51,28,56,27,41,30,40,53,59,38,30,28,27,45,33,34,29,28,44,28,38,29,27,44,28,28,44,28,28
40,26,40,27,26,27,37,26,27,27,27,43,27,40,26,27,27,26,43,27,41,26,27,27,26,45,65,36,68,36,59,29,72,38,44,28,44,62,32,50,41,48,62,37,30,29,43
43,26,27,27,27,42,27,26,27,26,45,27,26,28,27,42,27,26,28,26,43,27,26,30,33,26,43,29,63,73,48,52,46,28,75,29,37,29,54,30,38,29,71,41,38,54,42,44,33,31
