41,28,26,27,27,43,27,26,27,36,27,27,46,26,27,28,26,43,27,27,27,27,42,31,35,28,74,52,101,82,93,31,38,29,38,27,42,65,28,55,46,37,27,28,66,31,79,29,44,28,28,48,41,35,32,28,28,44,28,39,29,39,29,36,29,27,44,47,53,39
28,27,44,27,26,28,27,43,26,28,27,26,43,27,26,28,27,42,27,26,28,26,42,40,47,29,61,102,36,48,58,50,48,29,36,28,27,50,43,59,43,50,30,38,29,38,30
42,26,28,27,27,43,27,26,27,27,42,27,27,28,27,42,26,27,47,27,37,40,44,30,41,28,66,45,45,70,70,28,60,30,53,29,39,30,38,28,41,46,68,42,31,43,28,38,30,37,29
43,28,27,44,27,26,28,26,44,27,27,28,26,43,26,28,45,27,27,45,28,26,41,44,27,28,26,51,28,27,42,27,27,27,26,43,27,27,27,27,42,27,27,46,27,40,40,42,29,68,86,36,51,29,58,61,32,39,28,29,53,27,42,31,65,32,71,40,28,27,28,47,47,29,39,29,28,42,29,38,28,28,44,29,28,44,28,29
