25,127,28,26,25,26,25,25,26,25,38
26,26,27,26,26,26,25,26,25,26,26,26,25,26,38
26,27,26,28,31,26,26,25,26,26,26,25,41
26,26,26,25,26,26,25,26,26,25,25,25,26,25,25,38
