26,127,28,26,26,26,25,26,25,27
25,26,27,25,26,25,26,26,26,26,26,25,26,50
26,26,27,28,27,26,26,26,26,26,26,26,48
26,26,27,26,26,26,26,26,25,26,25,26,26,26,39
