26,126,28,26,25,27,25,26,26,26,42,61
26,26,26,26,25,26,27,25,25,26,26,26,26,25,26
26,26,26,26,26,26,25,25,26,25,25,26,25
26,26,25,26,25,26,26,26,25,25,26,25,40
