26,127,28,25,26,26,25,26,25,26
27,25,26,26,26,26,26,25,26,25,25,25,26,26
26,26,26,26,27,26,26,26,27,26,25,26,26,48
33,25,26,26,35,26,26,26,26,26,25,26,25,25,26,45
