26,127,28,26,25,25,25,26,25,26
26,26,26,25,25,25,26,25,25,25,25,25,26,25,45
26,25,26,25,25,25,26,25,25,26,25,26,26
25,26,26,25,25,25,25,25,26,25,26,25,26,25
