26,41,26,24,26,24,25,42,26,25,25,40,27,24,25,24,25,25,24,41,35,33,26,44,28,55,99,48,33,34,27,26,26,38,28,26,26,25,45,27,26,27,36,29,27,44,29,27,27,27,40,26,27,28,51,34,33
41,25,24,26,24,32,25,25,25,24,37,27,24,25,41,25,25,30,52,29,60,27,71
26,25,26,25,25,39,26,25,25,26,48,25,26,25,26,24,41,26,39,29,60,44
38,26,25,25,24,30,39,26,24,27,25,26,25,25,25,25,38,28,39,28,72,31,34,33
