26,41,26,25,24,25,24,43,26,24,26,41,25,25,24,25,25,45,26,36,27,55,68,55,63,28,27,26,27,42,32,33,51
26,25,25,25,25,39,27,24,25,26,24,25,25,24,26,41,26,25,27,38,29,43,27,82
25,42,25,24,26,42,26,41,26,24,25,25,25,41,27,25,30,36,28,42,27,50,54
40,25,25,25,25,33,34,26,26,24,25,25,41,26,25,24,26,29,34,30,62
