40,26,25,25,24,25,41,27,24,25,25,25,41,27,25,25,25,29,51,26,42,31,36,27,45,78,46,37,26,26,27,26,26,34,28,40,28,26,27,26,43,28,28,27,34,28,27,27,27,26,26,27,25,27,42,29,55,67
41,25,25,25,25,28,24,25,25,25,40,26,26,24,25,25,41,25,47,27,34,27,55,50,51
27,39,26,25,25,25,50,26,25,25,25,25,40,27,24,26,24,48,28,59,42,41
41,27,40,26,25,26,40,26,25,26,25,25,25,24,26,25,40,29,57,46,67,29
