28,37,28,73,51,72,31,73,28,46,27,43,28,35,27,39,27,56,30,37,28,39,28,27,26,27,43,27,40,27,26,34,27,27,42,28,26,45,47,26,51,26,28,58,71,44,80,28,42,27
41,28,70,42,68,30,71,27,47,39,28,27,41,37,51,28,34,30,36,27,40,27,27,26,27,42,27,27,37,43,28,26,45,35,29,54,28,56,27,27,60,35,29,64,29,65,28
29,33,28,64,45,71,55,48,43,29,36,30,36,28,41,28,45,39,29,40,28,37,28,26,27,28,41,27,40,28,27,45,28,39,28,27,45,28,38,28,27,27,27,40,32,53,28
46,35,27,47,45,32,58,42,52,29,26,43,29,38,27,51,39,28,40,30,36,28,38,27,40,27,27,27,34,27,27,28,26,43,29,39,28,28,43,28,39,29,36,30,38,29,37,28
