41,25,25,25,25,51,25,24,26,25,49,24,25,25,43,26,25,24,42,26,25,26,25,25,25,24,25,25,41,25,24,25,42,25,24,34,39,28,43,24,26,47,62,30,84,36,80,27,76,27,72,25,87,37,67,28,40,28,37,27,39,26,26,25,26,25,26,25,39,27,26,25,26,25,27,25,26,43,27,25,26,25,26
42,26,67,39,27,44,67,33,37,42,27,27,47,27,39,30,53,26,44,48,29,37,27,40,27
41,60,24,53,85,29,62,45,52,32,27,54,41,79,65,35,31,41,76,35,26,26,26,25,26,25,25,27,25,26,44,26,40,27,26,26,26,26,36,28
39,28,66,40,26,43,86,37,44,46,36,27,39,27,25,27,38,58,27,27
