28,27,44,28,64,44,29,71,46,37,49,30,36,30,34,39,30,45,38,29,38,28,28,43,28,40,29,25,45,26,41,27,27,35,43,27,40,29,39,28,27,45,30,37,29,36,28,28,27,27,41,29,38,28,27,45,28,28,44,29,37,29,27,44,28,40,28,37,31,54,28
31,80,31,66,44,48,34,37,28,36,44,38,28,40,28,27,45,29,27,44,28,38,29,27,45,28,26,43,28,26,28,26,45,27,27,45,27,40,28,27,48,31,29
41,28,64,41,28,61,50,45,29,37,27,50,41,30,27,48,46,29,36,28
45,29,63,42,28,37,69,35,33,35,48,46,36,27,39,28,39,30,40,48,38
