40,27,39,27,40,26,64,43,27,61,52,27,27,39,28,39,28,52,38,26,40,26,42,25,41,26,26,37,27,26,42,26,25,26,26,26,24,26,26,27,33,27,40,28,38,27,25,27,39,28,47,27,27,37,32
39,34,60,40,30,58,50,29,37,29,35,26,42,44,37,26,26,27,26,25,26,45,27,39,26,26,26,25,26,26,26,25,25,35,26,25,25,26,26,25,26,26,25,26,25,26,25,26,26,33,31,41,28,35,27
38,27,65,40,27,75,33,39,46,48,26,42,26,40,26,26,26,40,33,36,26,38,33,26
28,65,40,26,59,53,34,44,37,26,27,26,35,26,42,42,39,31,38,28,36,28
