27,55,25,25,57,43,33,72,35,45,28,42,26,53,25,42,26,26,25,40,35,39,42,39,29,26,43,26,26,25,26,25,24,27,25,26
27,55,46,42,64,52,28,37,28,37,26,50,42,27,25,26,47,30,43,28
36,24,46,32,68,35,49,30,33,28,41,43,39,27,25,25,26,26,35,32,41,28,34,27
68,39,27,58,50,27,38,31,36,27,41,44,39,26,41,34,31,36,31,27
