41,24,25,25,43,24,25,25,43,26,24,47,46,25,25,24,81,25,25,30,25,25,25,63,25,25,24,43,27,24,25,25,24,43,29,37,27,39,25,62,33,47,68,35,32,56,27,51,52,29,26,41,27,40,26,40,27,26,33,35,26,26,38,46,25,26,46,25,50,25,25,26,88,26,26,56,26,73,26,40,32,40,28,34,26
28,79,29,48,57,44,32,53,27,36,30,39,66,26,41,27,26,26,37,29,38,27,25,26,25,26,25,25,26,26,35,28,24,26,26,25,39,26,26,25,25,25,26,26,46,41,30
27,53,25,45,47,33,77,25,48,26,41,44,40,27,40,25,26,25,38,29,39,51,30
28,51,25,54,29,43,53,47,35,30,52,27,45,44,26,25,26,41,57,28,29
