38,28,26,47,27,27,45,28,27,28,27,40,28,27,44,28,27,28,29,47,50,36,43,178,41,45,33,29,30,42,29,37,28,30,41,29,29,43,30,29,41,29,30,41,30,37,29,29,42,29,38,28,29,43,28,38,29,29,42,31,58,30,66,35,45,33,35,45,38,31,68,34,33,52,33,31,33,30,30,43,33,30,37,29,37,32,35,29,37,30,37,31,36,31,36,31,29,41,30,35,43,41,32,35,30,37,32,35,29,37,30,29,41,30,35,30,30,42,30,30,40,30,29,41,30,36,30,37,29,30,41,30,29,42,28,38,29,30,41,29,37,29,29,43,29,29,42,30,36,30,29,40,29,39,32,34,29,39,30,29,40,32
45,28,40,27,27,45,27,27,27,27,41,27,27,30,33,27,28,27,27,43,29,179,40,51,51,29,36,29,37,32,59,30,47,29,29,56,65,53,50,39,47,30,29,41,31,35,31,29,40,31,36,29,30,41,31,29,40,30,29,41,31,35,30,30,40,42,29,45,30,36,29,40,31,35,29,38,29,37,30,36,30,30,42,29,30,40,31,29,40,30,29,42,30,36,30,29
31,50,30,175,28,53,37,46,29,37,30,39,51,46,30,29,42,31,55,48,49,32,71,34,48,50,30,30,38,32,36,30,34,31,30,42,30,29,41,29,36,31,30,40,30,37,30,29,41,41,30,30,29,35,29,29,43,30,28,43,29,28,43,30,36,31,29,40,29,38,31,29,40,30,29,39,30
39,54,182,42,50,35,49,30,29,41,31,60,31,44,31,30,57,82,55,45,30,53,31,37,33,50,31,29,40,31,34,29,40,49,30,30,40,31,30,40,30,36,31,29,40,31,34,42,30,46,31,28,42,30,29,42,29,36,30,38,35,48,30,30,39,32,30,39,50,30,30,39,30,30
