39,27,27,28,27,41,28,26,27,28,41,28,27,45,27,28,46,27,27,45,27,29,43,29,27,46,27,27,45,30,194,41,51,41,44,29,29,41,29,30,42,28,30,41,30,29,42,29,29,42,30,29,38,30,29,44,30,35,30,28,44,29,29,42,29,29,41,29,30,41,31,57,31,63,38,47,33,35,29,31,39,30,37,29,37,29,30,62,46,34,30,30,37,30,37,30,37,31,38,30,35,30,37,29,37,43,31,44,31,36,30,29,42,30,37,29,29,42,29,29,42,29,36,31,29,39,30,29,43,29,29,41,29,30,42,30,29,41,29,37,30,30,41,29,38,29,28,43,29,36,30,29,42,29,29,42,30
43,185,28,49,40,34,43,31,37,29,59,34,43,30,29,57,35,30,36,32,36,48,38,69,36,40,32,30,40,31,30,39,31,36,29,30,39,30,39,29,30,41,31,35,31,36,29,35,53,31,37,29,29,41,30,35,30,38,30,29,41,34,33,30,38,29,36,31,30,39,30,30,39,30,30,42,30,36,30,36,30,31,40,29,29,43,29,36,29
39,28,176,45,41,35,42,28,29,43,31,61,30,45,29,29,59,67,39,44,48,39,46,31,35,32,36,30,35,29,30,41,31,29,41,31,29,41,29,30,39,31,43,30,47,31,37,49,41,31,45,30,28,41,31,28,42,29,30,41,34,30,31,30,40,31,29,42,29,30,41,30,29,41,31
38,34,31,30,178,44,42,42,34,31,30,38,30,40,50,46,29,30,42,30,52,51,50,79,36,32,35,31,36,30,36,32,34,29,30,43,50,31,30,39,31,29,40,30,30,38,44,29,46,30,37,30,36,31,29
