31,33,26,52,67,41,49,50,27,39,27,40,27,40,28,26,27,27,42,27,27,27,27,43,27,26,28,26,44,26,40,29,36,28,39,29,61,54,39,63,27,94,33,50,34,49,36,65,26,42,27,38,27,26,27,26,27,26,41,27,41,27,27,120,26,50,27,49,26,27,26,71,27,56,51,26,26,26,46,26,40,27,26,25,27,26,26,43,27,39,28,39,27,25,27,26,45,26,27,26,38,27,26,27,27
27,41,53,27,61,47,45,35,56,27,27,41,36,45,28,52,70,29,110,38,41,49,28,56,28,38,109,41,26,42,29,27
42,27,60,31,61,55,28,37,28,54,37,26,26,45,28,53,36,59,62,33,82,31,51,28,50,39,28,37,106,46,26,27,27
30,52,26,49,43,28,60,43,28,41,27,53,35,37,30,28,38,48,37,28,59,48,27,111,31,46,27,51,38,28
