31,52,45,41,77,29,62,30,29,36,32,33,29,55,30,38,29,37,29,29,42,29,37,29,28,44,28,42,29,41,101,33,59,29,70,41,44,42,53,172,33,51,32,34,32,28,40,28,29,42,53,29,27,43,27,28,44,29,28,120,28,44,28,40,28,28
31,33,28,54,73,29,54,35,49,53,46,27,27,42,29,41,28,37,70,30,33,29,43,46,29,39,109,28,128,37,45,29,40,28,28,113,46,27,28,46,28,39,32,28,47,42,29,27,45,28,28,45,27,28,44,28,28,44,27,28
39,28,58,34,71,29,62,30,36,34,33,28,39,66,28,39,29,65,39,40,46,56,27,55,27,167,37,45,29,38,28,40,31
38,28,51,39,28,41,69,46,29,37,28,28,43,37,56,29,44,30,60,48,48,84,78,41,45,29,38,29,28,121,38
