42,28,49,81,28,51,33,45,28,57,28,54,53,30,27,59,28,28,66,69,27,27,66,78,27,30,36,30,36,28,74,31,43,45,30,41,67,98,31,47,40,41,29,64,41,27,42,28,27,44,38,45,28,39,27,27,27,27,41,27,40,27,25,27,26,114,40
43,28,51,76,28,28,40,49,30,53,34,27,41,27,39,34,29,58,51,28,27,44,50,29,75,45,74,117,27,87,27,89,27,27,86
40,35,27,44,77,28,57,28,38,29,40,26,45,27,30,53,32,36,29,73,30,33,38,29,27,41,27,41,26,37,28,40,28,39,28,41,27,27,44,28,26,26,27,49,59,35,39,51,93,34,34,28,37,27,26,29
42,27,46,50,27,61,49,40,28,42,34,65,36,63,28,39,31,36,67,30,54,62,27,55,111,28,50,28,39,28,27,120,27,29,35,28,27,28,32,28,27,48,29,36,28,39,27,28,44,27,28,27,36,27,42,27,26,48,48,28,26,45,26,27
