39,27,27,26,26,43,28,40,27,26,70,26,33,62,43,49,63,28,28,28,35,27,26,27,35,27,41,34,32,27,26,28,27,42,28,27,45,27,25,27,26,44,29,52,36,40,61,38,45,103,39,43,29,36,28,36,32,39,47,28,40,28,39,27,27,27,27,41,27,27,26,27,44,28
42,76,27,32,61,43,32,33,27,26,28,35,27,43,63,29,37,29,43,70,31,45,34,98,35,32,52,28,38,27,55
34,28,44,70,28,29,37,53,28,50,29,39,27,39,27,52,37,40,76,55,101,31,53,29,66,28
39,28,52,39,28,39,66,35,46,27,52,39,27,38,28,55,35,31,75,29,54,27,84,32,51,29,49,37,29
