27,40,25,25,23,25,24,24,25,23,25,24,39,24,24,25,24,23,26,23,31,50,26,42,31,34,98,41
37,25,24,25,31,24,38,26,25,24,24,24,24,25,24,25,24,24,30,56,26,36,67,53,27
38,25,25,24,24,25,25,35,26,24,25,24,25,24,24,25,24,25,25,24,25,26,37,28,56,58
36,24,25,24,30,25,25,33,35,24,25,39,42,24,25,39,27,24,44,24,25,29,37,28,57,48,66,29
