40,26,25,26,26,26,26,25,26,25,26,44,26,40,26,27,46,29,37,28,60,81,44,38,29,27,43,34,34,29,26,45,29,28,43,30,37,29,37,30,28,43,29,27,43,30,27,43,29,27,43,33,50,51
45,26,40,27,25,26,26,26,26,25,26,43,27,25,27,25,27,51,38,66,46
44,27,26,26,38,26,26,27,26,25,26,43,28,39,27,27,52,27,30,44,47,53,69
42,27,26,27,26,45,26,27,26,38,27,26,26,26,26,35,39,27,52,28,74,34,46,33
