27,26,25,26,34,25,25,25,25,26,25,25,26,25,26,25,25,47,26,36,30,58,79,44,34,38,29,26,27,26,43,28,26,28,35,28,38,29,28,43,29,38,28,27,45,28,39,27,26,27,26,42,48,53
26,39,26,25,26,25,48,27,25,26,39,27,25,25,26,24,25,25,39,29,42,28,50,54
38,25,25,26,25,26,25,26,25,25,26,25,25,26,25,25,25,26,25,25,26,40,26,25,26,25,25,26,25,26,24,26,25,25,25,26,26,51,30,39,29,61
26,38,27,40,26,24,33,35,26,25,38,41,26,25,43,49,43,29,59,61,50
