26,41,26,25,24,25,24,24,25,25,24,25,35,27,24,24,25,24,25,24,46,26,45,53,90,31,25,27,26,43,26,27,25,26,25,26,26,26,43,31,52,29,37,55,27,27,41,29,37,34,32,29,40
36,25,24,25,25,34,25,42,26,41,26,24,25,24,24,25,25,30,32,28,41,27,70,35
29,25,34,42,26,25,24,41,26,25,24,25,24,25,25,24,37,27,40,28,56,49,49,31
26,40,26,25,24,26,30,25,25,24,50,25,40,25,25,45,35,32,48,58
