40,25,25,25,24,26,25,33,26,25,25,25,26,25,24,25,25,40,32,53,26,43,30,93,49,42,33,26,27,26,26,26,27,42,28,26,26,38,27,26,27,27,43,27,27,27,27,40,27,40,34,49,45
26,24,25,26,24,42,26,25,25,41,26,25,25,25,24,42,37,35,26,29,44,27,49,67
26,40,25,25,25,25,50,26,41,25,41,27,24,26,24,25,25,25,26,25,25,36,37,44,30,74,33
35,26,35,27,25,25,26,24,26,25,39,26,25,25,26,27,38,27,57,57
