42,25,25,24,25,23,25,25,25,36,25,25,24,26,23,25,25,24,24,47,25,39,25,41,32,57,79,66,49
34,26,26,23,25,24,25,25,24,25,23,25,25,38,25,26,24,24,27,41,27,38,28,73
26,40,25,25,24,30,24,26,33,31,25,25,50,24,26,24,24,27,41,28,56,48
36,24,24,26,44,25,25,47,38,25,25,45,36,26,25,26,24,27,39,28,59,67
