45,26,26,27,25,26,26,26,25,43,27,38,26,25,26,26,26,27,25,26,44,27,25,26,26,26,26,26,26,42,26,26,25,27,31,38,43,29,54,51,38,46,28,26,27,27,42,33,27,27,26,28,41,50,34
28,25,26,26,36,42,28,26,26,26,26,25,43,28,26,25,39,49,32,34,88
40,26,28,26,27,42,28,26,26,26,45,27,26,26,38,39,33,47,28,75,33
39,28,27,26,27,43,28,27,27,26,42,27,25,27,25,27,26,45,30,33,28,55,51
