25,42,26,25,25,24,25,41,27,25,24,41,27,25,25,41,30,51,25,46,30,95,48,41,33,33,28,26,27,36,27,26,26,26,26,26,43,28,39,30,36,51
42,26,25,24,25,25,41,27,25,24,25,30,25,25,25,46,35,33,46,26,57
25,41,26,25,25,24,49,27,24,26,24,25,41,26,25,25,39,37,31,34,30,67,42,44
26,41,26,24,26,42,26,40,27,25,24,42,25,41,26,26,24,25,25,25,26,39,25,26,25,26,47,26,24,37,38,25,25,55,54,27,58,26,63
