38,26,25,25,25,25,26,26,24,26,26,25,25,25,25,26,36,26,26,25,25,28,25,26,25,45,26,25,26,25,25,26,25,25,25,25,25,26,45,28,38,27,57,68,42,41,28,26,27,27,42,28,39,34,28,38,28,26,27,27,42,28,28,44,29,27,44,27,28,26,26,41,28,39,50,34
34,26,25,25,25,26,24,26,25,25,40,26,24,26,25,25,24,26,24,25,40,28,39,29,40,28,87,36
26,39,25,26,26,25,49,26,25,25,26,24,40,27,25,25,24,26,25,38,33,46,28,69,38
28,25,25,25,25,25,25,26,25,37,26,25,25,25,25,26,24,26,26,37,31,72,50,40
