39,27,26,26,26,46,27,27,26,26,44,27,27,26,27,43,27,26,27,26,42,27,26,27,37,26,26,26,27,44,27,26,37,29,28,25,47,27,26,51,79,26,57,28,73,35,90,41,68,29,51,53,27,38,27,28,27,36,28,37,51,51,30,36,27,27,27,37,27,27,44,28,39,28,40,27,40,29,64,41,27,27,26,34,27,41,28,27,26
29,50,29,53,58,63,73,42,28,42,26,36,27,61,27,36,31,36,29,42,29,33,29
58,28,82,25,27,37,73,29,27,60,51,41,52,28,62,44,27,39,28,39,34,32,50,29
38,77,73,41,51,44,40,27,62,43,28,27,27,26,45,59,28,43,26
