28,26,25,25,26,25,27,25,43,27,26,25,39,27,25,26,26,26,26,26,25,43,27,26,27,25,26,25,44,27,40,26,25,27,25,26,25,26,26,26,25,42,25,42,29,69,52,33,60,41,54,30,28,37,27,41,27,39,28,25,35,45,30,41,27,42,26,27,41,28,39,27,40,26,40,26,39,28,65,43,27,38,29,38,28,39,30,40,28,36,28,38,28,39,26,26,27,26,26,26,43,27,40,27,26,26,27,44,27,26,27,36,28,25,28
36,28,62,46,72,30,61,32,35,29,37,29,57,29,37,28,38,50,30,54,28
38,27,64,47,45,69,45,37,36,50,51,28,28,39,28,26,27,36,30,43,42,29
35,25,55,46,41,62,55,53,38,42,37,35,51,44,28,27,27,36,34,32,37,29,34,28,39,26,27,27,26,43,27,27,38,46,27
